Column1,name,artists,popularity,release_date,id,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood
279,WTF (feat. Amber Van Day),"HUGEL, Amber Van Day",65,30-11-2018,0gn93i7HJt0calph67R5Wu,160687,TRUE,0.808,0.737,11,-4.538,0,0.0526,0.0602,1.12E-06,0.704,0.865,123.985,Happy
280,Te Amo (Duet),"Pritam, Ash King, Sunidhi Chauhan",63,15-03-2011,3x55c9UVpbURc2T02DLfEM,284723,FALSE,0.594,0.757,11,-5.381,1,0.0504,0.606,0,0.251,0.597,127.894,Happy
281,Come Through (feat. Lil Tecca),"Bankrol Hayden, Lil Tecca",59,24-09-2021,3RoCi49XvcidDK7OqGw7fb,112614,TRUE,0.872,0.623,3,-3.94,0,0.0389,0.41,0,0.184,0.72,104.07,Happy
284,Take on Me,a-ha,90,01-06-1985,2WfaOiMkCvy7F5fcp2zZ8L,225280,FALSE,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,Happy
286,Make You Mine,PUBLIC,77,09-08-2019,5iFwAOB2TFkPJk8sMlxP8g,232907,FALSE,0.606,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,Happy
289,Payphone,"Maroon 5, Wiz Khalifa",86,01-01-2012,1XGmzt0PVuFgQYYnV2It7A,231173,TRUE,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,Happy
291,How Do I Say Goodbye,Dean Lewis,79,31-08-2022,5hnGrTBaEsdukpDF6aZg8a,163603,FALSE,0.4,0.641,8,-6.303,1,0.0674,0.214,0,0.0656,0.393,81.552,Happy
293,Bad Liar,Imagine Dragons,82,09-11-2018,2RSHsoi04658QL5xgQVov3,260773,FALSE,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,Happy
294,Steal My Girl,One Direction,81,17-11-2014,2Bs4jQEGMycglOfWPBqrVG,228133,FALSE,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,Happy
296,What a Feeling,One Direction,68,13-11-2015,0iSWAT0EL8TwmzcgBjKMh6,200533,FALSE,0.678,0.869,0,-4.345,0,0.0461,0.149,0,0.0593,0.882,123.964,Happy
297,Olivia,One Direction,70,13-11-2015,5dONhl6aXFuN86UBdayF6W,177973,FALSE,0.64,0.681,6,-5.362,1,0.0334,0.0438,0,0.166,0.676,118.062,Happy
298,Rockstar,BoyWithUke,66,10-02-2023,538txyi52ZOwzWxIQsCT12,193526,TRUE,0.685,0.549,7,-6.826,1,0.0361,0.0409,0,0.136,0.614,115.039,Happy
303,"Akeboshi (From ""Demon Slayer: Kimetsu no Yaiba - Mugen Train Arc"")",Akano,36,06-11-2021,3dzAlsDlPncblNKuVxmHX7,91737,FALSE,0.567,0.845,1,-5.26,1,0.0471,0.187,0,0.358,0.625,94.877,Happy
307,Flatline,5 Seconds of Summer,53,23-09-2022,4R1fcNFZqbzlQdme9N4xyy,183662,FALSE,0.587,0.781,9,-4.413,1,0.0324,0.0625,0,0.29,0.613,145.107,Happy
313,Circles,Post Malone,88,06-09-2019,21jGcNKet2qwijlDFuPiPb,215280,FALSE,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,Happy
315,What's Up Danger (with Black Caviar),"Blackway, Black Caviar",76,14-12-2018,5zsHmE2gO3RefVsPyw2e3T,222307,FALSE,0.701,0.755,2,-5.82,1,0.0417,0.00363,0.000795,0.121,0.116,95.036,Happy
318,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",86,14-12-2018,3KkXRkHbMCARz0aVfEt68P,158040,FALSE,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,Happy
321,hot girl bummer,blackbear,79,21-08-2020,6jRq8gaZhMUyy5RclRPcAf,188344,TRUE,0.782,0.559,6,-7.106,0,0.0767,0.125,0,0.385,0.685,129.992,Happy
322,"Money Game, Pt. 2",Ren,0,30-04-2020,7sm26Lg0owQ4nitEDAfM6V,218816,TRUE,0.887,0.496,7,-8.148,0,0.335,0.63,0,0.112,0.742,98.023,Happy
323,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",85,09-07-2021,5HCyWlXZPP0y6Gqq8TgA20,141806,TRUE,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,Happy
326,WANT YOU!,Alex Sampson,50,28-07-2023,28oRFmiVNNgogveJKQwAlD,189600,FALSE,0.604,0.766,2,-2.941,1,0.0307,0.0417,0,0.101,0.547,87.547,Happy
327,Best Song Ever,One Direction,78,25-11-2013,5T7ZFtCcOgkpjxcuaeZbw0,200107,FALSE,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491,Happy
328,Shinunoga E-Wa,Fujii Kaze,82,20-05-2020,0o9zmvc5f3EFApU52PPIyW,185573,FALSE,0.6,0.76,6,-6.124,0,0.0452,0.166,4.09E-05,0.189,0.519,158.078,Happy
329,SPECIALZ,King Gnu,85,01-09-2023,0GWNtMohuYUEHVZ40tcnHF,238987,FALSE,0.566,0.85,6,-4.431,0,0.0599,0.0663,0,0.319,0.722,117.048,Happy
331,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",83,11-11-2011,0qOnSQQF0yzuPWsXrQ9paz,210960,FALSE,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,Happy
332,Maybe My Soulmate Died,iamnotshane,72,15-06-2022,0Q06bNL4pMTlkilvL88nda,114375,FALSE,0.612,0.488,0,-9.993,1,0.244,0.0753,0.00197,0.122,0.496,96.029,Happy
333,Everything Goes On,"Porter Robinson, League of Legends",69,14-07-2022,3WBRfkOozHEsG0hbrBzwlm,202821,FALSE,0.55,0.648,7,-6.542,1,0.0309,0.0191,0,0.0999,0.323,156.957,Happy
334,Die For You,"VALORANT, Grabbitz",72,22-11-2021,2lz3zjQ5QCVXiyOzIk02vW,212927,FALSE,0.598,0.705,11,-5.462,1,0.0333,0.0826,1.80E-05,0.133,0.104,95.018,Happy
335,Wake Me Up,Avicii,88,01-01-2013,0nrRP2bk19rLc0orkWPQk2,247427,FALSE,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,Happy
336,Waiting For Love,Avicii,83,02-10-2015,2P4OICZRVAQcYAV2JReRfj,230613,FALSE,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,Happy
339,Mirrors,Justin Timberlake,84,15-03-2013,4rHZZAmHpZrA3iH5zx8frV,484147,FALSE,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,Happy
340,Pretty Savage,BLACKPINK,71,02-10-2020,28tufPkTcXmdNqTvi9hsoG,199122,FALSE,0.699,0.588,9,-6.533,0,0.0402,0.00807,0.000131,0.107,0.35,151.971,Happy
342,Starboy,"The Weeknd, Daft Punk",93,25-11-2016,7MXVkk9YMctZqd1Srtv4MB,230453,TRUE,0.679,0.587,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.003,Happy
343,Bumpy Ride,"Mohombi, Pitbull",56,01-01-2010,6yPYf2WsJWfbUM6f63MwQq,208440,FALSE,0.703,0.867,0,-4.433,0,0.05,0.0549,0,0.284,0.774,105,Happy
346,Zero After Zero,"KSHMR, KR$NA, Talay Riley",61,03-11-2023,6mhopOuZqV3ujE7oQ9T1tM,174942,TRUE,0.771,0.768,1,-7.429,1,0.0361,0.00838,0.0124,0.172,0.526,123.976,Happy
347,Khatta Flow,"Seedhe Maut, KR$NA",68,19-08-2023,2qb5ASYergjk2qNLvYEQJD,152415,TRUE,0.858,0.737,9,-7.077,1,0.266,0.284,0,0.117,0.717,140.055,Happy
348,No Cap,KR$NA,62,10-11-2021,1XdUEm2MwB6ysy6E80ltMg,205424,TRUE,0.888,0.782,9,-6.195,0,0.21,0.23,0,0.315,0.82,118.017,Happy
349,I Guess,KR$NA,61,26-10-2022,0OxG3hlJNNzXcSrNVXEu8f,186087,FALSE,0.83,0.905,8,-5.018,0,0.237,0.172,0,0.153,0.926,137.953,Happy
350,Prarthana,"KR$NA, Bharg",65,29-08-2023,3l3BzT3Ovdx2mQK366r5Ei,199672,TRUE,0.903,0.844,11,-5.436,0,0.0974,0.133,0,0.114,0.823,121.988,Happy
351,Hola Amigo,"KR$NA, Seedhe Maut, Umair",66,29-08-2023,19pHSvXUwErAXFktkvYMk9,226286,TRUE,0.913,0.62,8,-6.098,1,0.0921,0.179,0,0.17,0.657,140.058,Happy
352,Counting Stars,OneRepublic,88,01-01-2013,2tpWsVSb9UEmDRxAl1zhX1,257267,FALSE,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,Happy
0,The Rains of Castamere,"Ramin Djawadi, Serj Tankian",58,19-05-2019,0CHvs1UmxA90B2apIpbWCC,224306,FALSE,0.285,0.15,0,-12.306,0,0.032,0.792,0.2,0.102,0.138,83.768,Sad
2,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,73,01-01-2013,3B7udSGy2PfgoCniMSb523,300840,FALSE,0.581,0.0549,10,-20.514,0,0.0397,0.559,0,0.0718,0.234,152.037,Sad
4,Playground (from the series Arcane League of Legends),Bea Miller,24,06-11-2021,5S09u7HLG7mNfkchjnc5uz,230526,FALSE,0.514,0.703,8,-6.859,1,0.0298,0.0107,7.62E-05,0.13,0.356,157.399,Sad
6,One - Single Version,Three Dog Night,56,01-01-1968,4ME2YQNThxEW63fxojzHvN,185827,FALSE,0.55,0.409,5,-12.702,0,0.0321,0.312,0,0.096,0.405,61.226,Sad
9,Way down We Go,KALEO,85,10-06-2016,0y1QJc3SJVPKJ1OvFmFqe6,213707,FALSE,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,Sad
16,I Want More,KALEO,56,15-01-2020,4xQRRue5qsu2tULiz7UDKi,212393,FALSE,0.55,0.531,8,-7.431,1,0.0309,0.256,0,0.0509,0.364,98.014,Sad
22,Memories,Maroon 5,86,11-06-2021,4cktbXiXOapiLBMprHFErI,189486,FALSE,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,Sad
23,Wishing Well (feat. Lucy Tops),"Stomper, Daniel Eppel, Lucy Tops",40,10-12-2017,0imM6cQ9NVfHT4aph5Y9Od,211442,FALSE,0.478,0.318,2,-14.697,1,0.0334,0.832,0.0546,0.208,0.0681,94.998,Sad
24,Industry,Mire Kay,0,15-04-2011,34IofgNOJWM3LzBLAqXEbK,227927,FALSE,0.218,0.28,10,-12.639,1,0.0339,0.648,0.0378,0.0943,0.0395,88.785,Sad
25,"Something Stupid (From ""Better Call Saul"")",Lola Marsh,57,05-10-2018,29EdNlJQqStWhNkSGpkuFQ,268846,FALSE,0.646,0.467,4,-9.507,1,0.0273,0.622,0.000274,0.081,0.501,103.962,Sad
31,Perfect,Ed Sheeran,89,03-03-2017,0tgVpDi06FyKpA1z0VMD4v,263400,FALSE,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,Sad
42,Golden Brown,The Stranglers,72,1981,2AX5E86cn9n2dgioZEjirI,206760,FALSE,0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,Sad
51,Before You Go,Lewis Capaldi,86,22-11-2019,2gMXnyrvIjhVBUZwvLZDMP,215107,FALSE,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,Sad
52,Bruises,Lewis Capaldi,83,17-05-2019,4Of7rzpRpV1mWRbhp5rAqG,220492,FALSE,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202,Sad
55,Leaving My Love Behind,Lewis Capaldi,70,22-11-2019,1NxHgM5nOnmqi3KUVLbaIw,210213,FALSE,0.409,0.446,2,-4.836,1,0.0317,0.65,0,0.0862,0.135,75.638,Sad
57,Roses,Shawn Mendes,58,20-04-2017,4uzUuDjoufcBXYZ27CsLIF,232200,FALSE,0.611,0.489,0,-6.771,1,0.0343,0.4,0,0.117,0.267,78.145,Sad
58,Patience,Shawn Mendes,52,20-04-2017,0JZ9lcwFcAscMpy1YxUtpW,175253,FALSE,0.553,0.571,3,-6.345,1,0.2,0.107,0,0.111,0.443,179.848,Sad
60,Why,Shawn Mendes,55,25-05-2018,3XeqINnregzwBJNg7RyyH4,238173,FALSE,0.689,0.416,0,-9.247,0,0.0494,0.648,1.64E-06,0.0637,0.248,127.031,Sad
61,Youth (feat. Khalid),"Shawn Mendes, Khalid",65,25-05-2018,1h0yImRPIVAjhhHeNVlTuC,190867,FALSE,0.534,0.596,6,-6.653,0,0.117,0.56,0,0.133,0.324,100.121,Sad
64,This Is What It Takes,Shawn Mendes,40,14-04-2015,757T90z5XdtaPetOxMY4wv,230440,FALSE,0.483,0.324,0,-6.703,1,0.0317,0.384,0,0.119,0.324,81.879,Sad
65,The Weight,Shawn Mendes,51,14-04-2015,3Mi8mCnvcBPdiPgmHYWEow,183467,FALSE,0.476,0.496,10,-6.948,1,0.0368,0.416,0,0.0945,0.333,111.355,Sad
69,Someone You Loved,Lewis Capaldi,90,17-05-2019,7qEHsqek33rTcFNT9PFqLf,182161,FALSE,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,Sad
70,Maybe,Lewis Capaldi,57,17-05-2019,5HU2B0yEnvg5EUB8FWeoda,210116,TRUE,0.681,0.636,4,-5.485,1,0.0409,0.65,0,0.258,0.341,96.966,Sad
71,Forever,Lewis Capaldi,76,17-05-2019,12OLyHDxt6dqlAybSPFBK3,210863,FALSE,0.646,0.355,1,-7.119,1,0.0263,0.873,0,0.115,0.364,84.988,Sad
72,One,Lewis Capaldi,68,17-05-2019,5C1TucCRf4Vjjree1OItyv,179908,FALSE,0.708,0.339,9,-7.085,1,0.0409,0.834,0,0.128,0.512,117.995,Sad
73,Don't Get Me Wrong,Lewis Capaldi,55,17-05-2019,4QGHin0gSqzPrPJhPU5gWn,213091,FALSE,0.57,0.324,4,-7.866,1,0.0374,0.837,0,0.109,0.137,79.858,Sad
75,Lost On You,Lewis Capaldi,64,17-05-2019,6glNKSv2aUtfQhe1SJBZZt,197179,FALSE,0.555,0.282,10,-8.228,1,0.0612,0.889,0,0.0927,0.382,125.522,Sad
76,Headspace,Lewis Capaldi,54,17-05-2019,4RtlhOoWNO5ReUwdmTdTcG,306801,FALSE,0.368,0.228,11,-9.183,1,0.0335,0.865,1.99E-06,0.111,0.194,146.881,Sad
77,All the Pretty Girls,KALEO,72,10-06-2016,0QQIhT6PtJ5glyn4HKNKQ6,269893,FALSE,0.466,0.496,1,-6.606,1,0.0302,0.626,6.22E-06,0.117,0.352,74.747,Sad
86,Girls Like You,Maroon 5,73,15-06-2018,7npLlaPu9Mfno8hjk5OagD,215230,TRUE,0.611,0.462,0,-7.054,1,0.0646,0.558,1.01E-06,0.131,0.377,59.635,Sad
87,invisible string,Taylor Swift,73,18-08-2020,2ehRU518I0hYqMGQnk4lDY,252880,FALSE,0.651,0.459,4,-11.128,0,0.0507,0.859,6.63E-05,0.105,0.454,83.455,Sad
92,Faded,Alan Walker,73,04-12-2015,7gHs73wELdeycvS48JfIos,212627,FALSE,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.20E-06,0.111,0.166,90.011,Sad
94,Darkside,"Alan Walker, Au/Ra, Tomine Harket",75,14-12-2018,6SRWhUJcD2YKahCwHavz3X,211680,FALSE,0.43,0.606,4,-5.115,0,0.0431,0.131,0,0.173,0.123,169.988,Sad
98,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon, Sachet-Parampara",71,24-05-2019,1feANd8EfcDP5UqSvbheM3,371791,FALSE,0.308,0.585,9,-5.18,0,0.0428,0.45,0,0.319,0.345,171.843,Sad
100,Sunn Raha Hai,Ankit Tiwari,73,06-04-2013,5PvwPy5eRO8BPwpRzCHK3D,390223,FALSE,0.394,0.641,0,-6.493,0,0.0312,0.276,0,0.0958,0.335,81.932,Sad
102,Main Hoon Hero Tera (Salman Khan Version),Salman Khan,54,14-08-2015,4Cv8UaSA8aQrBdiYO6MxgV,284074,FALSE,0.672,0.558,5,-7.936,0,0.0297,0.0111,1.31E-05,0.124,0.236,109.999,Sad
105,Janam Janam,"Pritam, Arijit Singh, Antara Mitra",70,17-11-2015,4km0RUkMMFdx8iDuq36o2w,237897,FALSE,0.301,0.581,11,-7.324,0,0.0422,0.602,0,0.0757,0.235,132.051,Sad
107,Ishq Wala Love,"Vishal-Shekhar, Salim Merchant, Neeti Mohan, Shekhar Ravjiani",74,31-08-2012,1hQia6rxgfM1ly2hE3StWp,257973,FALSE,0.711,0.295,0,-12.377,0,0.0334,0.534,4.51E-05,0.0782,0.694,135.041,Sad
108,Tu Jo Mila,"Pritam, KK",68,07-07-2015,7txLCGOXyDlDXTjtR1Sk4v,242864,FALSE,0.576,0.591,0,-7.725,1,0.0332,0.795,6.85E-05,0.266,0.478,124.013,Sad
109,"Kabhi Jo Baadal Barse (From ""Jackpot)",Arijit Singh,68,11-02-2016,2dOWkdPfiT9SU2Wm734Rh6,254300,FALSE,0.451,0.449,0,-6.702,0,0.0293,0.261,0,0.143,0.217,149.768,Sad
110,Hamari Adhuri Kahani (Title Track),"Jeet Gannguli, Arijit Singh",76,21-05-2015,3HiobOOpSpMsi95WBKPBYk,398799,FALSE,0.223,0.359,0,-7.569,1,0.0312,0.845,0,0.133,0.193,73.059,Sad
113,my tears ricochet,Taylor Swift,82,24-07-2020,1MgV7FIyNxIG7WzMRJV5HC,255894,FALSE,0.456,0.263,0,-10.63,1,0.0332,0.806,0,0.0749,0.111,129.86,Sad
116,the 1,Taylor Swift,74,18-08-2020,4pfrrhvplbJZAIsfosGWQP,210240,TRUE,0.78,0.361,0,-6.942,1,0.048,0.75,7.14E-06,0.108,0.163,139.902,Sad
117,mirrorball,Taylor Swift,73,18-08-2020,2I8YAEA1VmCuP1wkJHMpTw,208973,FALSE,0.549,0.417,7,-10.064,1,0.035,0.686,1.90E-06,0.0604,0.347,110.137,Sad
118,seven,Taylor Swift,72,18-08-2020,76mOLcXOjOEhyY4mMF1l3r,208907,FALSE,0.602,0.494,4,-10.813,1,0.0277,0.888,2.59E-05,0.0902,0.374,94.955,Sad
119,august,Taylor Swift,74,18-08-2020,6nK2pIKFcRc5frrZKHgsiT,261920,FALSE,0.387,0.634,5,-9.222,1,0.0363,0.553,6.93E-05,0.0931,0.42,89.567,Sad
120,illicit affairs,Taylor Swift,73,18-08-2020,6DrLROM5MG9bxWHeEG5elq,190893,FALSE,0.529,0.304,10,-10.567,1,0.0356,0.862,0,0.108,0.44,119.58,Sad
122,betty,Taylor Swift,72,18-08-2020,3IhtE4fkytdrtEfV34UzkD,294520,TRUE,0.595,0.376,0,-8.767,1,0.0256,0.589,0,0.0989,0.476,95.946,Sad
